,Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,make,Sex_of_Driver,Skidding_and_Overturning,X1st_Point_of_Impact,Year_x
0,200501BS00001,,,,,,,,
1,200501BS00002,36 - 45,3.0,Data missing or out of range,DENNIS,Male,,Nearside,2005.0
2,200501BS00003,26 - 35,5.0,Urban area,DENNIS,Male,,Nearside,2005.0
3,200501BS00004,46 - 55,4.0,Urban area,NISSAN,Female,,Front,2005.0
4,200501BS00005,46 - 55,10.0,Data missing or out of range,HONDA,Male,Skidded,Front,2005.0
5,200501BS00006,46 - 55,1.0,Urban area,AUDI,Male,,Did not impact,2005.0
6,200501BS00006,26 - 35,2.0,Urban area,PIAGGIO,Female,,Did not impact,2005.0
7,200501BS00007,26 - 35,,Data missing or out of range,AUDI,Male,,Front,2005.0
8,200501BS00007,36 - 45,4.0,Urban area,MERCEDES,Male,,Back,2005.0
9,200501BS00009,66 - 75,16.0,Urban area,JAGUAR,Male,,Front,2005.0
10,200501BS00010,,,,,,,,
11,200501BS00011,,,,,,,,
12,200501BS00012,26 - 35,6.0,Urban area,FORD,Male,,Front,2005.0
13,200501BS00014,16 - 20,1.0,Data missing or out of range,PIAGGIO,Female,,Front,2005.0
14,200501BS00015,,,,,,,,
15,200501BS00016,26 - 35,2.0,Urban area,MCC,Male,,Front,2005.0
16,200501BS00016,26 - 35,4.0,Urban area,MERCEDES,Male,,Did not impact,2005.0
17,200501BS00017,36 - 45,2.0,Urban area,BMW,Male,,Front,2005.0
18,200501BS00018,56 - 65,1.0,Urban area,VOLVO,Male,,Nearside,2005.0
19,200501BS00019,,,,,,,,
20,200501BS00020,26 - 35,7.0,Urban area,PEUGEOT,Male,,Offside,2005.0
21,200501BS00021,26 - 35,1.0,Urban area,HONDA,Male,,Front,2005.0
22,200501BS00021,26 - 35,5.0,Urban area,VAUXHALL,Male,,Offside,2005.0
23,200501BS00022,26 - 35,1.0,Urban area,HONDA,Male,,Front,2005.0
24,200501BS00023,Data missing or out of range,,Data missing or out of range,HONDA,Male,,Front,2005.0
25,200501BS00024,,,,,,,,
26,200501BS00025,,,,,,,,
27,200501BS00028,36 - 45,4.0,Urban area,BMW,Male,,Offside,2005.0
28,200501BS00029,56 - 65,1.0,Urban area,ROVER,Male,,Nearside,2005.0
29,200501BS00031,,,,,,,,
30,200501BS00032,,,,,,,,
31,200501BS00033,26 - 35,3.0,Urban area,LOTUS,Male,,Back,2005.0
32,200501BS70001,26 - 35,14.0,Urban area,HONDA,Female,,Front,2005.0
33,200501BS70002,26 - 35,4.0,Urban area,SUZUKI,Female,,Front,2005.0
34,200501BS70003,,,,,,,,
35,200501BS70004,,,,,,,,
36,200501BS70005,36 - 45,1.0,Urban area,PIAGGIO,Male,Skidded,Front,2005.0
37,200501BS70006,,,,,,,,
38,200501BS70007,46 - 55,9.0,Urban area,SAAB,Male,,Offside,2005.0
39,200501BS70007,36 - 45,,Urban area,IVECO-FORD,Male,,Offside,2005.0
40,200501BS70007,26 - 35,6.0,Urban area,HONDA,Female,,Offside,2005.0
41,200501BS70008,Data missing or out of range,18.0,Data missing or out of range,FORD,Male,,Front,2005.0
42,200501BS70009,,,,,,,,
43,200501BS70010,,,,,,,,
44,200501BS70011,,,,,,,,
45,200501BS70012,,,,,,,,
46,200501BS70013,36 - 45,3.0,Urban area,AUDI,Male,,Front,2005.0
47,200501BS70014,36 - 45,3.0,Urban area,HONDA,Male,,Front,2005.0
48,200501BS70016,,,,,,,,
49,200501BS70017,36 - 45,3.0,Urban area,LONDON TAXIS INT,Male,,Back,2005.0
50,200501BS70017,56 - 65,39.0,Data missing or out of range,LEYLAND AEC,Male,,Front,2005.0
51,200501BS70018,66 - 75,1.0,Urban area,SUBARU,Male,,Nearside,2005.0
52,200501BS70019,66 - 75,18.0,Urban area,HONDA,Male,,Front,2005.0
53,200501BS70020,46 - 55,2.0,Data missing or out of range,PIAGGIO,Male,,Front,2005.0
54,200501BS70021,26 - 35,5.0,Urban area,DENNIS,Male,,Did not impact,2005.0
55,200501BS70023,,,,,,,,
56,200501BS70025,46 - 55,10.0,Urban area,SUBARU,Female,,Front,2005.0
57,200501BS70027,,,,,,,,
58,200501BS70028,,,,,,,,
59,200501BS70029,21 - 25,7.0,Urban area,KAWASAKI,Male,,Front,2005.0
60,200501BS70030,56 - 65,8.0,Rural,MERCEDES,Male,,Nearside,2005.0
61,200501BS70031,26 - 35,,Urban area,SAAB,Male,,Nearside,2005.0
62,200501BS70032,,,,,,,,
63,200501BS70033,,,,,,,,
64,200501BS70034,,,,,,,,
65,200501BS70036,Data missing or out of range,9.0,Urban area,ROVER,Male,,Front,2005.0
66,200501BS70037,56 - 65,8.0,Urban area,MERCEDES,Female,,Front,2005.0
67,200501BS70038,56 - 65,,Urban area,RENAULT,Male,,Offside,2005.0
68,200501BS70039,Data missing or out of range,9.0,Urban area,HYUNDAI,Male,,Nearside,2005.0
69,200501BS70040,,,,,,,,
70,200501BS70041,,,,,,,,
71,200501BS70042,,,,,,,,
72,200501BS70043,26 - 35,2.0,Data missing or out of range,MERCEDES,Not known,,Nearside,2005.0
73,200501BS70044,,,,,,,,
74,200501BS70045,,,,,,,,
75,200501BS70046,,,,,,,,
76,200501BS70047,36 - 45,16.0,Urban area,SAAB,Male,,Front,2005.0
77,200501BS70048,36 - 45,1.0,Urban area,PIAGGIO,Female,,Nearside,2005.0
78,200501BS70048,36 - 45,4.0,Data missing or out of range,MERCEDES,Male,,Did not impact,2005.0
79,200501BS70049,56 - 65,6.0,Urban area,LONDON TAXIS INT,Male,,Did not impact,2005.0
80,200501BS70050,,,,,,,,
81,200501BS70051,,,,,,,,
82,200501BS70052,26 - 35,5.0,Urban area,ROVER,Female,,Front,2005.0
83,200501BS70053,,,,,,,,
84,200501BS70054,,,,,,,,
85,200501BS70055,,,,,,,,
86,200501BS70056,,,,,,,,
87,200501BS70058,,,,,,,,
88,200501BS70060,,,,,,,,
89,200501BS70061,21 - 25,3.0,Urban area,NISSAN,Male,,Did not impact,2005.0
90,200501BS70061,26 - 35,1.0,Urban area,PIAGGIO,Male,,Did not impact,2005.0
91,200501BS70062,21 - 25,8.0,Urban area,YAMAHA,Male,,Front,2005.0
92,200501BS70063,26 - 35,3.0,Data missing or out of range,PIAGGIO,Female,,Did not impact,2005.0
93,200501BS70065,,,,,,,,
94,200501BS70066,26 - 35,2.0,Urban area,PIAGGIO,Male,,Nearside,2005.0
95,200501BS70067,,,,,,,,
96,200501BS70068,21 - 25,3.0,Urban area,FIAT,Female,,Front,2005.0
97,200501BS70069,,,,,,,,
98,200501BS70070,36 - 45,2.0,Urban area,PEUGEOT,Male,,Front,2005.0
99,200501BS70072,26 - 35,5.0,Data missing or out of range,HONDA,Male,,Front,2005.0
100,200501BS70073,,,,,,,,
101,200501BS70074,,,,,,,,
102,200501BS70075,Data missing or out of range,2.0,Data missing or out of range,VOLVO,Male,,Did not impact,2005.0
103,200501BS70076,46 - 55,4.0,Urban area,VOLVO,Male,,Front,2005.0
104,200501BS70077,36 - 45,2.0,Urban area,LAND ROVER,Female,,Back,2005.0
105,200501BS70077,26 - 35,,Urban area,VOLVO,Male,,Front,2005.0
106,200501BS70078,,,,,,,,
107,200501BS70079,36 - 45,3.0,Urban area,SUZUKI,Male,,Front,2005.0
108,200501BS70079,36 - 45,2.0,Urban area,HONDA,Male,,Front,2005.0
109,200501BS70080,26 - 35,5.0,Urban area,VOLKSWAGEN,Male,,Back,2005.0
110,200501BS70082,,,,,,,,
111,200501BS70083,21 - 25,1.0,Data missing or out of range,PEUGEOT,Male,,Nearside,2005.0
112,200501BS70084,,,,,,,,
113,200501BS70085,26 - 35,3.0,Urban area,SUZUKI,Male,,Did not impact,2005.0
114,200501BS70085,36 - 45,2.0,Urban area,IVECO-FORD,Male,,Front,2005.0
115,200501BS70086,36 - 45,15.0,Urban area,SAAB,Male,,Back,2005.0
116,200501BS70087,46 - 55,12.0,Urban area,CITROEN,Male,,Front,2005.0
117,200501BS70088,46 - 55,3.0,Urban area,DENNIS,Male,,Did not impact,2005.0
118,200501BS70088,36 - 45,1.0,Urban area,BENTLEY,Male,,Front,2005.0
119,200501BS70089,,,,,,,,
120,200501BS70090,,,,,,,,
121,200501BS70091,21 - 25,2.0,Urban area,VAUXHALL,Male,,Front,2005.0
122,200501BS70092,46 - 55,7.0,Urban area,MERCEDES,Female,,Offside,2005.0
123,200501BS70093,,,,,,,,
124,200501BS70094,,,,,,,,
125,200501BS70095,,,,,,,,
126,200501BS70096,26 - 35,2.0,Urban area,SUZUKI,Male,,Front,2005.0
127,200501BS70097,,,,,,,,
128,200501BS70098,,,,,,,,
129,200501BS70099,26 - 35,3.0,Urban area,DENNIS,Male,,Did not impact,2005.0
130,200501BS70100,,,,,,,,
131,200501BS70101,,,,,,,,
132,200501BS70102,,,,,,,,
133,200501BS70105,,,,,,,,
134,200501BS70107,26 - 35,1.0,Urban area,PIAGGIO,Male,,Front,2005.0
135,200501BS70108,,,,,,,,
136,200501BS70109,,,,,,,,
137,200501BS70110,16 - 20,1.0,Urban area,MINI,Male,,Front,2005.0
138,200501BS70111,21 - 25,13.0,Urban area,HONDA,Male,Skidded,Front,2005.0
139,200501BS70112,,,,,,,,
140,200501BS70113,,,,,,,,
141,200501BS70114,,,,,,,,
142,200501BS70115,66 - 75,1.0,Urban area,BMW,Male,,Offside,2005.0
143,200501BS70116,,,,,,,,
144,200501BS70117,26 - 35,3.0,Urban area,DUCATI,Male,,Front,2005.0
145,200501BS70118,,,,,,,,
146,200501BS70119,,,,,,,,
147,200501BS70121,36 - 45,3.0,Urban area,PIAGGIO,Male,,Front,2005.0
148,200501BS70123,,,,,,,,
149,200501BS70124,21 - 25,3.0,Urban area,FORD,Male,,Front,2005.0
150,200501BS70125,Data missing or out of range,2.0,Urban area,MERCEDES,Male,,Front,2005.0
151,200501BS70126,,,,,,,,
152,200501BS70127,,,,,,,,
153,200501BS70128,,,,,,,,
154,200501BS70129,,,,,,,,
155,200501BS70130,26 - 35,9.0,Urban area,MERCEDES,Male,,Front,2005.0
156,200501BS70131,,,,,,,,
157,200501BS70132,Data missing or out of range,6.0,Data missing or out of range,DAEWOO,Male,,Front,2005.0
158,200501BS70133,,,,,,,,
159,200501BS70134,,,,,,,,
160,200501BS70135,,,,,,,,
161,200501BS70136,,,,,,,,
162,200501BS70137,,,,,,,,
163,200501BS70140,36 - 45,6.0,Urban area,PIAGGIO,Female,,Front,2005.0
164,200501BS70141,26 - 35,6.0,Urban area,HONDA,Male,Skidded,Front,2005.0
165,200501BS70142,,,,,,,,
166,200501BS70144,,,,,,,,
167,200501BS70145,,,,,,,,
168,200501BS70148,,,,,,,,
169,200501BS70149,26 - 35,5.0,Small town,LONDON TAXIS INT,Male,,Front,2005.0
170,200501BS70151,,,,,,,,
171,200501BS70152,36 - 45,9.0,Urban area,PIAGGIO,Male,,Offside,2005.0
172,200501BS70153,,,,,,,,
173,200501BS70154,,,,,,,,
174,200501BS70155,26 - 35,19.0,Urban area,KAWASAKI,Male,,Offside,2005.0
175,200501BS70155,46 - 55,2.0,Urban area,LAND ROVER,Female,,Nearside,2005.0
176,200501BS70156,26 - 35,5.0,Rural,KAWASAKI,Male,,Front,2005.0
177,200501BS70157,,,,,,,,
178,200501BS70158,Data missing or out of range,,Data missing or out of range,VAUXHALL,Male,,Offside,2005.0
179,200501BS70160,,,,,,,,
180,200501BS70161,,,,,,,,
181,200501BS70163,16 - 20,2.0,Urban area,PIAGGIO,Male,,Nearside,2005.0
182,200501BS70164,,,,,,,,
183,200501BS70165,26 - 35,9.0,Urban area,MERCEDES,Female,,Offside,2005.0
184,200501BS70166,36 - 45,6.0,Urban area,MERCEDES,Male,,Offside,2005.0
185,200501BS70167,,,,,,,,
186,200501BS70168,36 - 45,10.0,Urban area,FIAT,Female,,Front,2005.0
187,200501BS70169,21 - 25,1.0,Urban area,VOLKSWAGEN,Male,,Nearside,2005.0
188,200501BS70170,,,,,,,,
189,200501BS70171,Data missing or out of range,4.0,Data missing or out of range,MERCEDES,Male,,Front,2005.0
190,200501BS70172,,,,,,,,
191,200501BS70174,,,,,,,,
192,200501BS70175,46 - 55,5.0,Urban area,METROCAB,Male,,Nearside,2005.0
193,200501BS70176,,,,,,,,
194,200501BS70177,Data missing or out of range,7.0,Urban area,DAEWOO,Male,,Offside,2005.0
195,200501BS70178,,,,,,,,
196,200501BS70179,26 - 35,2.0,Urban area,YAMAHA,Male,,Front,2005.0
197,200501BS70181,,,,,,,,
198,200501BS70182,,,,,,,,
199,200501BS70183,Data missing or out of range,4.0,Data missing or out of range,MERCEDES,Male,,Data missing or out of range,2005.0
200,200501BS70185,Data missing or out of range,3.0,Urban area,FORD,Male,,Did not impact,2005.0
201,200501BS70186,,,,,,,,
202,200501BS70187,,,,,,,,
203,200501BS70188,26 - 35,6.0,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
204,200501BS70189,,,,,,,,
205,200501BS70190,36 - 45,5.0,Urban area,MITSUBISHI,Male,,Front,2005.0
206,200501BS70191,21 - 25,1.0,Urban area,VOLVO,Male,,Front,2005.0
207,200501BS70192,26 - 35,8.0,Urban area,VOLKSWAGEN,Male,,Offside,2005.0
208,200501BS70193,26 - 35,,Urban area,TOYOTA,Male,,Nearside,2005.0
209,200501BS70194,36 - 45,1.0,Urban area,VOLVO,Male,,Front,2005.0
210,200501BS70195,,,,,,,,
211,200501BS70196,,,,,,,,
212,200501BS70197,46 - 55,4.0,Urban area,PIAGGIO,Male,,Front,2005.0
213,200501BS70198,26 - 35,16.0,Urban area,MERCEDES,Female,,Back,2005.0
214,200501BS70199,,,,,,,,
215,200501BS70200,,,,,,,,
216,200501BS70201,,,,,,,,
217,200501BS70202,Data missing or out of range,5.0,Urban area,NISSAN,Male,,Front,2005.0
218,200501BS70203,,,,,,,,
219,200501BS70204,26 - 35,4.0,Urban area,PIAGGIO,Male,,Front,2005.0
220,200501BS70205,,,,,,,,
221,200501BS70206,36 - 45,2.0,Urban area,GILERA,Male,,Nearside,2005.0
222,200501BS70207,46 - 55,4.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
223,200501BS70209,46 - 55,,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
224,200501BS70210,,,,,,,,
225,200501BS70211,26 - 35,,Urban area,FORD,Female,,Front,2005.0
226,200501BS70212,21 - 25,9.0,Urban area,SUZUKI,Male,,Offside,2005.0
227,200501BS70214,,,,,,,,
228,200501BS70215,36 - 45,5.0,Urban area,MERCEDES,Male,,Offside,2005.0
229,200501BS70216,,,,,,,,
230,200501BS70217,21 - 25,2.0,Urban area,HONDA,Male,,Did not impact,2005.0
231,200501BS70218,,,,,,,,
232,200501BS70219,36 - 45,4.0,Urban area,VOLVO,Male,,Did not impact,2005.0
233,200501BS70220,21 - 25,39.0,Urban area,LEYLAND AEC,Male,,Did not impact,2005.0
234,200501BS70221,,,,,,,,
235,200501BS70223,26 - 35,,Urban area,VAUXHALL,Male,,Front,2005.0
236,200501BS70224,,,,,,,,
237,200501BS70225,,,,,,,,
238,200501BS70226,,,,,,,,
239,200501BS70227,,,,,,,,
240,200501BS70228,56 - 65,7.0,Urban area,LONDON TAXIS INT,Male,,Did not impact,2005.0
241,200501BS70228,Data missing or out of range,7.0,Data missing or out of range,HONDA,Male,,Did not impact,2005.0
242,200501BS70229,36 - 45,4.0,Urban area,MERCEDES,Male,,Offside,2005.0
243,200501BS70230,46 - 55,2.0,Urban area,RENAULT,Male,,Did not impact,2005.0
244,200501BS70231,,,,,,,,
245,200501BS70232,46 - 55,1.0,Urban area,BMW,Male,,Nearside,2005.0
246,200501BS70233,,,,,,,,
247,200501BS70234,46 - 55,11.0,Urban area,HYUNDAI,Male,,Nearside,2005.0
248,200501BS70235,,,,,,,,
249,200501BS70236,21 - 25,9.0,Urban area,YAMAHA,Male,,Front,2005.0
250,200501BS70236,56 - 65,11.0,Urban area,PEUGEOT,Male,,Offside,2005.0
251,200501BS70237,36 - 45,9.0,Urban area,YAMAHA,Male,,Back,2005.0
252,200501BS70238,36 - 45,,Urban area,VAUXHALL,Male,,Offside,2005.0
253,200501BS70239,36 - 45,5.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
254,200501BS70240,,,,,,,,
255,200501BS70241,,,,,,,,
256,200501BS70243,36 - 45,11.0,Urban area,MITSUBISHI,Male,,Back,2005.0
257,200501BS70244,26 - 35,16.0,Urban area,NISSAN,Female,,Front,2005.0
258,200501BS70245,,,,,,,,
259,200501BS70247,,,,,,,,
260,200501BS70248,,,,,,,,
261,200501BS70249,46 - 55,6.0,Data missing or out of range,HONDA,Male,,Front,2005.0
262,200501BS70249,26 - 35,2.0,Urban area,FIAT,Male,,Front,2005.0
263,200501BS70250,46 - 55,4.0,Urban area,VOLVO,Male,,Did not impact,2005.0
264,200501BS70251,46 - 55,3.0,Urban area,DENNIS,Female,,Front,2005.0
265,200501BS70251,36 - 45,4.0,Urban area,KAWASAKI,Male,,Offside,2005.0
266,200501BS70252,26 - 35,3.0,Urban area,APRILIA,Male,,Did not impact,2005.0
267,200501BS70253,,,,,,,,
268,200501BS70254,36 - 45,,Urban area,BMW,Female,,Offside,2005.0
269,200501BS70255,26 - 35,3.0,Urban area,VOLVO,Male,,Did not impact,2005.0
270,200501BS70256,,,,,,,,
271,200501BS70258,Data missing or out of range,11.0,Data missing or out of range,PEUGEOT,Male,,Nearside,2005.0
272,200501BS70259,,,,,,,,
273,200501BS70260,26 - 35,10.0,Urban area,RENAULT,Male,,Offside,2005.0
274,200501BS70261,,,,,,,,
275,200501BS70262,36 - 45,2.0,Urban area,PIAGGIO,Male,,Front,2005.0
276,200501BS70263,36 - 45,1.0,Urban area,HONDA,Male,,Back,2005.0
277,200501BS70264,26 - 35,9.0,Urban area,FIAT,Male,,Nearside,2005.0
278,200501BS70264,36 - 45,1.0,Data missing or out of range,HONDA,Male,,Front,2005.0
279,200501BS70266,,,,,,,,
280,200501BS70267,26 - 35,2.0,Urban area,HONDA,Female,,Front,2005.0
281,200501BS70267,26 - 35,14.0,Urban area,PEUGEOT,Male,,Back,2005.0
282,200501BS70268,46 - 55,1.0,Urban area,VOLVO,Male,,Nearside,2005.0
283,200501BS70269,26 - 35,3.0,Urban area,PIAGGIO,Male,,Front,2005.0
284,200501BS70269,56 - 65,3.0,Urban area,TOYOTA,Male,,Front,2005.0
285,200501BS70270,,,,,,,,
286,200501BS70271,,,,,,,,
287,200501BS70272,,,,,,,,
288,200501BS70273,46 - 55,10.0,Urban area,HONDA,Male,,Front,2005.0
289,200501BS70274,,,,,,,,
290,200501BS70275,26 - 35,1.0,Urban area,BMW,Female,,Back,2005.0
291,200501BS70276,36 - 45,5.0,Urban area,DENNIS,Male,,Nearside,2005.0
292,200501BS70277,,,,,,,,
293,200501BS70278,,,,,,,,
294,200501BS70279,,,,,,,,
295,200501BS70280,,,,,,,,
296,200501BS70281,,,,,,,,
297,200501BS70282,,,,,,,,
298,200501BS70283,21 - 25,1.0,Urban area,CITROEN,Male,,Back,2005.0
299,200501BS70284,36 - 45,3.0,Urban area,MERCEDES,Male,,Did not impact,2005.0
300,200501BS70285,,,,,,,,
301,200501BS70286,,,,,,,,
302,200501BS70287,,,,,,,,
303,200501BS70288,,,,,,,,
304,200501BS70289,26 - 35,5.0,Urban area,DENNIS,Male,,Front,2005.0
305,200501BS70290,26 - 35,1.0,Urban area,BUELL,Male,,Nearside,2005.0
306,200501BS70291,,,,,,,,
307,200501BS70292,36 - 45,5.0,Urban area,OPEL,Male,,Front,2005.0
308,200501BS70292,36 - 45,1.0,Data missing or out of range,TRIUMPH,Male,Skidded,Front,2005.0
309,200501BS70293,,,,,,,,
310,200501BS70294,46 - 55,5.0,Urban area,LONDON TAXIS INT,Male,,Back,2005.0
311,200501BS70294,Data missing or out of range,10.0,Data missing or out of range,BMW,Female,,Front,2005.0
312,200501BS70295,Data missing or out of range,2.0,Urban area,PORSCHE,Female,,Front,2005.0
313,200501BS70296,56 - 65,3.0,Urban area,HONDA,Female,,Offside,2005.0
314,200501BS70296,26 - 35,2.0,Urban area,MERCEDES,Female,,Nearside,2005.0
315,200501BS70297,36 - 45,,Urban area,RENAULT,Male,,Front,2005.0
316,200501BS70298,,,,,,,,
317,200501BS70299,,,,,,,,
318,200501BS70300,36 - 45,1.0,Urban area,TOYOTA,Female,,Back,2005.0
319,200501BS70301,,,,,,,,
320,200501BS70302,21 - 25,2.0,Urban area,PEUGEOT,Female,,Front,2005.0
321,200501BS70303,,,,,,,,
322,200501BS70304,,,,,,,,
323,200501BS70305,,,,,,,,
324,200501BS70306,26 - 35,18.0,Urban area,BMW,Female,,Did not impact,2005.0
325,200501BS70307,21 - 25,7.0,Urban area,PIAGGIO,Female,,Offside,2005.0
326,200501BS70308,26 - 35,4.0,Urban area,MITSUBISHI,Male,,Front,2005.0
327,200501BS70309,46 - 55,1.0,Urban area,VOLVO,Male,,Did not impact,2005.0
328,200501BS70310,21 - 25,6.0,Urban area,FIAT,Male,,Nearside,2005.0
329,200501BS70311,26 - 35,,Data missing or out of range,RENAULT,Male,,Back,2005.0
330,200501BS70312,46 - 55,4.0,Urban area,VOLKSWAGEN,Male,,Front,2005.0
331,200501BS70313,56 - 65,4.0,Data missing or out of range,VOLVO,Male,,Did not impact,2005.0
332,200501BS70314,36 - 45,3.0,Urban area,DENNIS,Male,,Did not impact,2005.0
333,200501BS70315,,,,,,,,
334,200501BS70317,,,,,,,,
335,200501BS70318,,,,,,,,
336,200501BS70319,,,,,,,,
337,200501BS70321,,,,,,,,
338,200501BS70322,21 - 25,2.0,Urban area,VAUXHALL,Male,,Front,2005.0
339,200501BS70322,Data missing or out of range,7.0,Data missing or out of range,VOLVO,Male,,Back,2005.0
340,200501BS70323,,,,,,,,
341,200501BS70324,,,,,,,,
342,200501BS70325,26 - 35,2.0,Urban area,FIAT,Female,,Front,2005.0
343,200501BS70325,21 - 25,,Urban area,BMW,Male,,Back,2005.0
344,200501BS70326,,,,,,,,
345,200501BS70327,Data missing or out of range,,Data missing or out of range,VOLVO,Male,,Nearside,2005.0
346,200501BS70328,36 - 45,3.0,Data missing or out of range,JEEP,Female,,Nearside,2005.0
347,200501BS70329,,,,,,,,
348,200501BS70330,,,,,,,,
349,200501BS70331,,,,,,,,
350,200501BS70332,Data missing or out of range,2.0,Urban area,MERCEDES,Female,,Front,2005.0
351,200501BS70332,26 - 35,3.0,Data missing or out of range,RENAULT,Male,,Offside,2005.0
352,200501BS70333,26 - 35,6.0,Urban area,PIAGGIO,Male,,Front,2005.0
353,200501BS70333,46 - 55,2.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
354,200501BS70334,Data missing or out of range,12.0,Data missing or out of range,HONDA,Not known,,Front,2005.0
355,200501BS70335,56 - 65,1.0,Urban area,VOLKSWAGEN,Female,,Front,2005.0
356,200501BS70336,,,,,,,,
357,200501BS70337,,,,,,,,
358,200501BS70338,,,,,,,,
359,200501BS70339,21 - 25,2.0,Urban area,RENAULT,Male,,Offside,2005.0
360,200501BS70340,,,,,,,,
361,200501BS70341,,,,,,,,
362,200501BS70342,56 - 65,5.0,Urban area,VOLKSWAGEN,Female,,Nearside,2005.0
363,200501BS70343,,,,,,,,
364,200501BS70344,,,,,,,,
365,200501BS70346,46 - 55,,Urban area,VOLVO,Male,,Offside,2005.0
366,200501BS70346,26 - 35,5.0,Urban area,VESPA (DOUGLAS),Male,,Front,2005.0
367,200501BS70346,Data missing or out of range,7.0,Urban area,VOLKSWAGEN,Female,,Offside,2005.0
368,200501BS70347,,,,,,,,
369,200501BS70348,,,,,,,,
370,200501BS70349,,,,,,,,
371,200501BS70350,26 - 35,11.0,Data missing or out of range,YAMAHA,Male,,Front,2005.0
372,200501BS70351,,,,,,,,
373,200501BS70352,46 - 55,27.0,Urban area,LAVERDA,Male,,Offside,2005.0
374,200501BS70352,21 - 25,1.0,Urban area,VOLKSWAGEN,Male,,Front,2005.0
375,200501BS70353,,,,,,,,
376,200501BS70354,36 - 45,2.0,Urban area,AUDI,Male,,Front,2005.0
377,200501BS70355,36 - 45,1.0,Urban area,RENAULT,Male,,Nearside,2005.0
378,200501BS70356,36 - 45,2.0,Data missing or out of range,VOLVO,Male,,Front,2005.0
379,200501BS70357,,,,,,,,
380,200501BS70358,26 - 35,7.0,Urban area,ASTON MARTIN,Male,,Front,2005.0
381,200501BS70359,Data missing or out of range,11.0,Data missing or out of range,VAUXHALL,Male,,Nearside,2005.0
382,200501BS70360,,,,,,,,
383,200501BS70361,Data missing or out of range,1.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
384,200501BS70362,16 - 20,3.0,Urban area,PEUGEOT,Female,,Offside,2005.0
385,200501BS70362,Data missing or out of range,3.0,Data missing or out of range,CITROEN,Male,,Nearside,2005.0
386,200501BS70363,36 - 45,10.0,Small town,IVECO-FORD,Male,,Offside,2005.0
387,200501BS70364,21 - 25,2.0,Urban area,BMW,Male,,Offside,2005.0
388,200501BS70365,,,,,,,,
389,200501BS70366,36 - 45,7.0,Urban area,VAUXHALL,Female,,Back,2005.0
390,200501BS70367,36 - 45,3.0,Urban area,HONDA,Male,,Offside,2005.0
391,200501BS70369,,,,,,,,
392,200501BS70370,46 - 55,1.0,Urban area,TOYOTA,Male,,Back,2005.0
393,200501BS70370,36 - 45,,Urban area,FORD,Male,,Front,2005.0
394,200501BS70371,26 - 35,,Urban area,APRILIA,Male,,Nearside,2005.0
395,200501BS70372,26 - 35,,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
396,200501BS70373,,,,,,,,
397,200501BS70374,46 - 55,3.0,Urban area,DENNIS,Male,,Nearside,2005.0
398,200501BS70375,16 - 20,1.0,Urban area,MINI,Male,,Front,2005.0
399,200501BS70376,36 - 45,,Data missing or out of range,SMART,Female,Skidded and overturned,Nearside,2005.0
400,200501BS70377,,,,,,,,
401,200501BS70378,26 - 35,,Urban area,HONDA,Male,,Front,2005.0
402,200501BS70378,Data missing or out of range,,Data missing or out of range,VAUXHALL,Male,,Nearside,2005.0
403,200501BS70379,36 - 45,1.0,Urban area,HONDA,Male,Skidded,Front,2005.0
404,200501BS70380,36 - 45,4.0,Urban area,TOYOTA,Female,,Front,2005.0
405,200501BS70381,,,,,,,,
406,200501BS70382,36 - 45,3.0,Urban area,KAWASAKI,Male,,Did not impact,2005.0
407,200501BS70383,,,,,,,,
408,200501BS70384,,,,,,,,
409,200501BS70385,26 - 35,,Urban area,HONDA,Male,,Offside,2005.0
410,200501BS70385,36 - 45,12.0,Urban area,VOLKSWAGEN,Male,,Nearside,2005.0
411,200501BS70386,,,,,,,,
412,200501BS70387,46 - 55,,Data missing or out of range,MERCEDES,Male,,Offside,2005.0
413,200501BS70388,46 - 55,1.0,Urban area,MERCEDES,Male,,Offside,2005.0
414,200501BS70389,,,,,,,,
415,200501BS70391,46 - 55,1.0,Urban area,VOLVO,Male,,Did not impact,2005.0
416,200501BS70392,46 - 55,4.0,Urban area,LONDON TAXIS INT,Male,,Back,2005.0
417,200501BS70392,26 - 35,,Urban area,JAGUAR,Male,,Front,2005.0
418,200501BS70393,,,,,,,,
419,200501BS70394,56 - 65,3.0,Urban area,VOLVO,Female,,Offside,2005.0
420,200501BS70395,,,,,,,,
421,200501BS70396,,,,,,,,
422,200501BS70398,,,,,,,,
423,200501BS70399,,,,,,,,
424,200501BS70400,,,,,,,,
425,200501BS70401,,,,,,,,
426,200501BS70402,,,,,,,,
427,200501BS70403,Data missing or out of range,5.0,Data missing or out of range,PEUGEOT,Female,,Nearside,2005.0
428,200501BS70404,,,,,,,,
429,200501BS70405,,,,,,,,
430,200501BS70406,,,,,,,,
